,DealYear,DealMonth,Date,Area,Address,Rooms,Surface,Floor,Price,PPSQM,BuildYear
258,2010.0,4.0,30/4/2010,tel-aviv-area,,4,99,,"2,675,000","27,020",1980
259,2010.0,4.0,30/4/2010,tel-aviv-area,,3,66,,"1,480,000","22,424",1930
260,2010.0,4.0,29/4/2010,tel-aviv-area,דרך נמיר מרדכי 133,3.5,90,3,"1,885,000","20,944",2005
261,2010.0,4.0,29/4/2010,tel-aviv-area,ברנפלד שמעון 92,3,50,1,"770,000","15,400",1956
262,2010.0,4.0,29/4/2010,tel-aviv-area,פעמוני יוסף 10,4,107,3,"2,900,000","27,102",1991
263,2010.0,4.0,29/4/2010,tel-aviv-area,הרב צירלסון 24,,,,"1,486,486",,
264,2010.0,4.0,29/4/2010,tel-aviv-area,אמסטרדם 24,2,60,,"1,660,000","27,666",2000
265,2010.0,4.0,29/4/2010,tel-aviv-area,הרב צירלסון 20,2.5,45,2,"1,486,486","33,033",1970
266,2010.0,4.0,29/4/2010,tel-aviv-area,קורדובה 5,3.5,78,2,"2,400,000","30,769",1980
267,2010.0,4.0,28/4/2010,tel-aviv-area,מרים החשמונאית 27,,,,"1,980,000",,
268,2010.0,4.0,28/4/2010,tel-aviv-area,עמנואל הרומי 4,1.5,34,,"700,000","20,588",1950
269,2010.0,4.0,28/4/2010,tel-aviv-area,כסלו 21,,,,"522,102",,
270,2010.0,3.0,31/3/2010,tel-aviv-area,צמחי היהודים 4,6,140,,"3,450,000","24,642",1990
271,2010.0,3.0,31/3/2010,tel-aviv-area,נחמני 63,1,12,,"74,375","6,197",1950
272,2010.0,3.0,31/3/2010,tel-aviv-area,עמק ברכה 29,5,120,3,"2,330,000","19,416",2010
273,2010.0,3.0,31/3/2010,tel-aviv-area,בר גיורא 3,1.5,30,3,"1,000,000","33,333",1950
274,2010.0,3.0,31/3/2010,tel-aviv-area,מלצט 33,3,69,3,"2,500,000","36,231",2003
275,2010.0,3.0,31/3/2010,tel-aviv-area,זכרון יעקב 11,2.5,62,3,"1,820,000","29,354",1955
276,2010.0,3.0,31/3/2010,tel-aviv-area,ענתות 9,5,1,1,"1,550,000",,1999
277,2010.0,3.0,31/3/2010,tel-aviv-area,פילדלפיה 2,3,65,3,"800,000","12,307",1970
278,2010.0,3.0,30/3/2010,tel-aviv-area,לוינסקי 103,,,,"630,630",,
279,2010.0,3.0,30/3/2010,tel-aviv-area,חירותנו 1,3,75,5,"845,000","11,266",2010
280,2010.0,3.0,30/3/2010,tel-aviv-area,חירותנו 1,3,75,5,"850,000","11,333",2010
281,2010.0,3.0,30/3/2010,tel-aviv-area,הגדוד העברי 66,2,69,3,"632,530","9,167",1949
282,2010.0,3.0,30/3/2010,tel-aviv-area,לוינסקי 103,,,,"630,630",,
283,2010.0,3.0,30/3/2010,tel-aviv-area,לוינסקי 103,,,,"632,530",,
284,2010.0,3.0,29/3/2010,tel-aviv-area,גורי ישראל 38,2.5,46,2,"930,000","20,217",1950
285,2010.0,3.0,29/3/2010,tel-aviv-area,קפלנסקי 23,,,,"930,000",,
286,2010.0,3.0,29/3/2010,tel-aviv-area,מכלל יופי 6,4,100,2,"1,800,000","18,000",2010
287,2010.0,3.0,29/3/2010,tel-aviv-area,בר לב חיים 117,4,94,2,"850,000","9,042",1979
288,2010.0,3.0,28/3/2010,tel-aviv-area,ארלוזורוב 147,3,73,1,"1,550,000","21,232",1970
289,2010.0,3.0,28/3/2010,tel-aviv-area,סוטין 29,5,166,19,"5,128,892","30,896",2011
290,2010.0,3.0,28/3/2010,tel-aviv-area,אלוף משה בריל 10,4,85,3,"1,275,000","15,000",1997
291,2010.0,3.0,28/3/2010,tel-aviv-area,הגלעד 3,1,30,,"1,190,000","39,666",1950
292,2010.0,3.0,28/3/2010,tel-aviv-area,"אצ""ל 75",3,48,1,"530,000","11,041",1970
293,2010.0,3.0,28/3/2010,tel-aviv-area,אביטל 19,2,45,1,"480,000","10,666",1950
294,2010.0,3.0,28/3/2010,tel-aviv-area,סוטין 29,5,166,19,"8,563,090","51,584",2011
295,2010.0,3.0,28/3/2010,tel-aviv-area,אלוני ניסים 17,2,62,3,"1,720,000","27,741",1998
296,2010.0,3.0,28/3/2010,tel-aviv-area,ברנדיס 32,5,129,1,"2,200,220","17,055",1952
297,2010.0,3.0,26/3/2010,tel-aviv-area,התקוה 42,2,57,,"400,000","7,017",1970
298,2010.0,3.0,26/3/2010,tel-aviv-area,יוניצמן 21,1,25,3,"720,000","28,800",1995
299,2010.0,3.0,26/3/2010,tel-aviv-area,בן יוסף שלמה 26,4,124,7,"2,922,921","23,571",1984
300,2010.0,2.0,28/2/2010,tel-aviv-area,שד נורדאו 101,1,35,,"550,000","15,714",1955
301,2010.0,2.0,28/2/2010,tel-aviv-area,יהודה הימית 18,2.5,53,2,"870,000","16,415",1960
302,2010.0,2.0,28/2/2010,tel-aviv-area,עין זיתים 1,4,101,5,"1,864,796","18,463",2010
303,2010.0,2.0,28/2/2010,tel-aviv-area,הפרסה 30,3,60,,"1,135,000","18,916",1965
304,2010.0,2.0,28/2/2010,tel-aviv-area,אילת 56,4,100,5,"1,200,000","12,000",2011
305,2010.0,2.0,28/2/2010,tel-aviv-area,יפת 8,,,,"1,590,000",,
306,2010.0,2.0,28/2/2010,tel-aviv-area,רבי פנחס 1,2,62,5,"1,590,000","25,645",2010
307,2010.0,2.0,28/2/2010,tel-aviv-area,פוריה 12,2,37,2,"703,000","19,000",1999
308,2010.0,2.0,28/2/2010,tel-aviv-area,דוד הראובני 16,3,98,2,"1,500,000","15,306",1950
309,2010.0,2.0,28/2/2010,tel-aviv-area,יהודה הימית 18,,,,"870,000",,
310,2010.0,2.0,28/2/2010,tel-aviv-area,אהרון דוד גורדון 24,,,,"2,075,000",,
311,2010.0,2.0,28/2/2010,tel-aviv-area,הקריה 9,5,130,27,"5,100,000","39,230",2010
312,2010.0,2.0,28/2/2010,tel-aviv-area,פיינשטיין 73,6,242,,"5,800,000","23,966",1980
313,2010.0,2.0,28/2/2010,tel-aviv-area,ברזאני משה 5,5,133,6,"2,500,000","18,796",1979
314,2010.0,2.0,28/2/2010,tel-aviv-area,אהרון דוד גורדון 8,3,69,3,"2,075,000","30,072",1955
315,2010.0,2.0,28/2/2010,tel-aviv-area,הראובני דוד 8,3,98,2,"1,500,000","15,306",1950
316,2010.0,2.0,28/2/2010,tel-aviv-area,,3,98,,"1,500,000","15,306",1950
317,2010.0,2.0,26/2/2010,tel-aviv-area,ראסין ז''אן 3,2,50,,"785,000","15,700",1970
318,2010.0,2.0,26/2/2010,tel-aviv-area,ככר דיזנגוף 69,2,40,2,"1,063,750","26,593",2000
319,2010.0,2.0,26/2/2010,tel-aviv-area,,2,40,,"1,063,750","26,593",2000
320,2010.0,2.0,26/2/2010,tel-aviv-area,,2,50,,"785,000","15,700",1970
321,2010.0,2.0,26/2/2010,tel-aviv-area,פינסקר 69,2,40,2,"1,063,750","26,593",2000
322,2010.0,2.0,26/2/2010,tel-aviv-area,ראסין זן 3,2,50,,"785,000","15,700",1970
323,2010.0,2.0,25/2/2010,tel-aviv-area,שמעון התרסי 43,3,59,1,"1,760,000","29,830",1960
324,2010.0,2.0,25/2/2010,tel-aviv-area,בלוך 50,3,64,3,"1,490,000","23,281",1954
325,2010.0,2.0,25/2/2010,tel-aviv-area,דרך ההגנה 144,3,75,8,"880,000","11,733",1970
326,2010.0,2.0,25/2/2010,tel-aviv-area,עמישב 12,,,,"800,000",,
327,2010.0,2.0,25/2/2010,tel-aviv-area,דרך השלום 12,2,48,4,"800,000","16,666",1970
328,2010.0,2.0,24/2/2010,tel-aviv-area,הלסינקי 13,4,95,3,"2,814,000","29,621",1952
329,2010.0,2.0,24/2/2010,tel-aviv-area,נטעים 19,4,87,1,"1,200,000","13,793",1970
330,2010.0,1.0,31/1/2010,tel-aviv-area,רמברנדט 7,3.5,82,,"2,054,250","25,051",2003
331,2010.0,1.0,31/1/2010,tel-aviv-area,ז''בוטינסקי 75,2.5,60,2,"1,350,000","22,500",1962
332,2010.0,1.0,31/1/2010,tel-aviv-area,הרב קוסובסקי 52,,,,"2,050,000",,
333,2010.0,1.0,31/1/2010,tel-aviv-area,קוסובסקי 50,3,71,2,"2,050,000","28,873",1970
334,2010.0,1.0,30/1/2010,tel-aviv-area,שרת משה 57,6,224,,"10,000,000","44,642",1975
335,2010.0,1.0,29/1/2010,tel-aviv-area,2040 42,,,,"2,686,688",,
336,2010.0,1.0,29/1/2010,tel-aviv-area,ילין מור נתן 30,3,71,4,"1,450,000","20,422",2002
337,2010.0,1.0,29/1/2010,tel-aviv-area,ברלין אליהו 1,5,144,5,"2,686,686","18,657",2012
338,2010.0,1.0,29/1/2010,tel-aviv-area,בלום ליאון 7,4,50,,"1,700,000","34,000",1965
339,2010.0,1.0,29/1/2010,tel-aviv-area,בלום 7,4,50,,"1,700,000","34,000",1965
340,2010.0,1.0,29/1/2010,tel-aviv-area,,4,50,,"1,700,000","34,000",1965
341,2010.0,1.0,29/1/2010,tel-aviv-area,שד יהודית 30,3,71,4,"1,450,000","20,422",2002
342,2010.0,1.0,29/1/2010,tel-aviv-area,,5,144,,"2,686,686","18,657",2012
343,2010.0,1.0,29/1/2010,tel-aviv-area,ברלין אליהו 1,5,144,5,"2,686,686","18,657",2012
344,2010.0,1.0,29/1/2010,tel-aviv-area,,3,71,,"1,450,000","20,422",2002
345,2010.0,1.0,28/1/2010,tel-aviv-area,ד''ר שמואל אברהם פוזננסקי 10,,,,"1,512,096",,
346,2010.0,1.0,28/1/2010,tel-aviv-area,דרך דיין משה 63,4,70,,"23,889",341,1962
347,2010.0,1.0,28/1/2010,tel-aviv-area,דרך משה דיין 67,,,,,,
348,2010.0,1.0,28/1/2010,tel-aviv-area,דרך משה דיין 67,,,,"881,147",,
349,2010.0,1.0,28/1/2010,tel-aviv-area,דרך משה דיין 67,,,,,,
350,2010.0,1.0,28/1/2010,tel-aviv-area,יהושע בן נון 96,2,40,2,"1,125,000","28,125",1954
351,2010.0,1.0,28/1/2010,tel-aviv-area,ד''ר שמואל אברהם פוזננסקי 10,,,,"1,502,403",,
352,2010.0,1.0,28/1/2010,tel-aviv-area,בובר שלמה 5,4,80,1,"1,502,403","18,780",1950
353,2010.0,1.0,28/1/2010,tel-aviv-area,דרך משה דיין 67,,,,"853,174",,
354,2010.0,1.0,28/1/2010,tel-aviv-area,דרך משה דיין 67,,,,"23,889",,
355,2010.0,1.0,28/1/2010,tel-aviv-area,"מח""ל 43",3,81,7,"1,150,000","14,197",1999
356,2010.0,1.0,28/1/2010,tel-aviv-area,דרך משה דיין 67,,,,"863,457",,
357,2010.0,1.0,28/1/2010,tel-aviv-area,דה וינצ''י לאונרדו 22,5,103,3,"4,700,000","45,631",1956
358,2010.0,1.0,27/1/2010,tel-aviv-area,דרך דיין משה 60,3,59,2,"1,100,000","18,644",1970
359,2010.0,1.0,27/1/2010,tel-aviv-area,בירנית 136,3,66,1,"830,000","12,575",1970
360,2011.0,12.0,31/12/2011,tel-aviv-area,בת מרים יוכבד 12,8,187,,"4,750,000","25,401",1999
361,2011.0,12.0,31/12/2011,tel-aviv-area,שד''ל 2,,,,"2,300,000",,
362,2011.0,12.0,31/12/2011,tel-aviv-area,שד''ל 2,,,,"580,000",,
363,2011.0,12.0,31/12/2011,tel-aviv-area,שד''ל 2,,,,"1,160,000",,
364,2011.0,12.0,31/12/2011,tel-aviv-area,יוכבד בת מרים 10,,,,"4,750,000",,
365,2011.0,12.0,30/12/2011,tel-aviv-area,נחל הבשור 3,4,101,5,"800,000","7,920",1968
366,2011.0,12.0,30/12/2011,tel-aviv-area,נוה שאנן 7,1,16,2,"260,000","16,250",1960
367,2011.0,12.0,30/12/2011,tel-aviv-area,מיכאל נאמן 8,5,150,6,"4,044,826","26,965",2011
368,2011.0,12.0,30/12/2011,tel-aviv-area,מיכאל נאמן 8,,,,"4,044,826",,
369,2011.0,12.0,30/12/2011,tel-aviv-area,אליעז רפאל 6,3,76,8,"1,370,000","18,026",2001
370,2011.0,12.0,30/12/2011,tel-aviv-area,נוה שאנן 7,3,55,3,"680,000","12,363",1950
371,2011.0,12.0,30/12/2011,tel-aviv-area,,3,55,,"680,000","12,363",1950
372,2011.0,12.0,30/12/2011,tel-aviv-area,נוה שאנן 7,1,16,2,"260,000","16,250",1960
373,2011.0,12.0,30/12/2011,tel-aviv-area,,5,150,,"4,044,826","26,965",2011
374,2011.0,12.0,30/12/2011,tel-aviv-area,נחל הבשור 3,4,101,5,"800,000","7,920",1968
375,2011.0,12.0,30/12/2011,tel-aviv-area,,4,101,,"800,000","7,920",1968
376,2011.0,12.0,30/12/2011,tel-aviv-area,אב 1,5,150,6,"4,044,826","26,965",2011
377,2011.0,12.0,30/12/2011,tel-aviv-area,,3,76,,"1,370,000","18,026",2001
378,2011.0,12.0,30/12/2011,tel-aviv-area,מרים החשמונאית 27,2,50,3,"2,750,000","55,000",1950
379,2011.0,12.0,30/12/2011,tel-aviv-area,נוה שאנן 7,3,55,3,"680,000","12,363",1950
380,2011.0,12.0,30/12/2011,tel-aviv-area,אליעז רפאל 6,3,76,8,"1,370,000","18,026",2001
381,2011.0,12.0,30/12/2011,tel-aviv-area,,1,16,,"260,000","16,250",1960
382,2011.0,12.0,30/12/2011,tel-aviv-area,,,,,"4,044,826",,
383,2011.0,12.0,29/12/2011,tel-aviv-area,דרך נמיר מרדכי 63,2,45,,"1,350,000","30,000",1960
384,2011.0,12.0,29/12/2011,tel-aviv-area,עמישב 70,,,,"950,000",,
385,2011.0,12.0,29/12/2011,tel-aviv-area,הרב טולידנו 10,4,95,6,"2,200,000","23,157",1999
386,2011.0,12.0,29/12/2011,tel-aviv-area,עמישב 70,,,,"950,000",,
387,2011.0,12.0,29/12/2011,tel-aviv-area,זבוטינסקי,3,101,1,"200,000","1,980",2012
388,2011.0,12.0,29/12/2011,tel-aviv-area,עמישב 70,2,48,3,"1,278,846","26,642",1950
389,2011.0,12.0,29/12/2011,tel-aviv-area,לה גרדיה 45,2,63,2,"1,010,000","16,031",1955
390,2011.0,11.0,30/11/2011,tel-aviv-area,לואי מרשל 21,3,75,2,"2,000,000","26,666",1967
391,2011.0,11.0,30/11/2011,tel-aviv-area,אנטוקולסקי 13,2.5,64,1,"1,200,000","18,750",1950
392,2011.0,11.0,30/11/2011,tel-aviv-area,פנקס 8,2.5,60,4,"1,800,000","30,000",1960
393,2011.0,11.0,30/11/2011,tel-aviv-area,"אצ""ל 40",1.5,30,,"480,000","16,000",1943
394,2011.0,11.0,30/11/2011,tel-aviv-area,הגבור האלמוני 30,4,58,4,"1,285,000","22,155",1950
395,2011.0,11.0,29/11/2011,tel-aviv-area,דרך נמיר מרדכי 102,3,68,5,"1,750,000","25,735",1972
396,2011.0,11.0,29/11/2011,tel-aviv-area,יהודה המכבי 42,3,70,3,"1,980,000","28,285",1960
397,2011.0,11.0,29/11/2011,tel-aviv-area,אלוני ניסים 18,1,150,,"3,866,120","25,774",2011
398,2011.0,11.0,29/11/2011,tel-aviv-area,זלוציסטי 8,,,,"2,900,000",,
399,2011.0,11.0,29/11/2011,tel-aviv-area,סוקולוב 26,2,39,3,"376,506","9,654",1930
400,2011.0,11.0,29/11/2011,tel-aviv-area,נחום סוקולוב 30,,,,"376,506",,
401,2011.0,11.0,29/11/2011,tel-aviv-area,נחום סוקולוב 30,,,,"376,506",,
402,2011.0,11.0,29/11/2011,tel-aviv-area,ויטל חיים 21,2,55,2,"1,100,000","20,000",1950
403,2011.0,11.0,29/11/2011,tel-aviv-area,שד ההשכלה 17,5,160,29,"4,500,000","28,125",2009
404,2011.0,11.0,29/11/2011,tel-aviv-area,שח''ל 4,,,,"702,813",,
405,2011.0,11.0,29/11/2011,tel-aviv-area,מירון 6,3.5,75,3,"1,077,000","14,360",2010
406,2011.0,11.0,29/11/2011,tel-aviv-area,אריה גלבלום 2,4,195,,"8,536,000","43,774",2007
407,2011.0,11.0,29/11/2011,tel-aviv-area,לסקוב חיים 10,3,62,,"1,850,000","29,838",1970
408,2011.0,11.0,29/11/2011,tel-aviv-area,אשכול לוי 40,5,122,4,"2,150,000","17,622",1986
409,2011.0,11.0,29/11/2011,tel-aviv-area,ברנר 18,3,68,4,"2,154,138","31,678",1950
410,2011.0,11.0,29/11/2011,tel-aviv-area,רומן רולן 1,3,50,,"800,000","16,000",1960
411,2011.0,11.0,29/11/2011,tel-aviv-area,מזרחי 22,2,47,2,"1,375,000","29,255",2011
412,2011.0,11.0,29/11/2011,tel-aviv-area,התבור 26,2.5,63,,"1,750,000","27,777",2005
413,2011.0,11.0,29/11/2011,tel-aviv-area,נחום סוקולוב 30,,,,"15,625",,
414,2011.0,11.0,29/11/2011,tel-aviv-area,חירותנו 1,4,105,5,"1,460,000","13,904",2010
415,2011.0,11.0,29/11/2011,tel-aviv-area,הירשנברג 18,2,50,3,"1,400,000","28,000",1960
416,2011.0,11.0,29/11/2011,tel-aviv-area,ועידת קטוביץ 44,2,47,2,"1,640,000","34,893",1970
417,2011.0,11.0,29/11/2011,tel-aviv-area,יהושע בן נון 54,2,50,2,"2,020,000","40,400",1952
418,2011.0,11.0,29/11/2011,tel-aviv-area,זלוציסטי 10,3.5,82,4,"2,900,000","35,365",1971
419,2011.0,11.0,29/11/2011,tel-aviv-area,אשכול לוי 110,5,113,,"2,350,000","20,796",1994
420,2011.0,10.0,31/10/2011,tel-aviv-area,גוטליב 15,2,64,1,"825,000","12,890",1937
421,2011.0,10.0,31/10/2011,tel-aviv-area,הירקון 96,4,80,,"4,431,490","55,393",2010
422,2011.0,10.0,31/10/2011,tel-aviv-area,חריף אייזיק 28,4,63,3,"780,000","12,380",1984
423,2011.0,10.0,31/10/2011,tel-aviv-area,קבוץ גלויות 115,2,50,,"625,000","12,500",1970
424,2011.0,10.0,31/10/2011,tel-aviv-area,"מזא""ה 1",4,120,4,"7,905,198","65,876",2012
425,2011.0,10.0,31/10/2011,tel-aviv-area,יפת 11,,,,"2,263,128",,
426,2011.0,10.0,31/10/2011,tel-aviv-area,יהושע בן נון 18,,,,"1,857,421",,
427,2011.0,10.0,31/10/2011,tel-aviv-area,סוקולוב 25,1.5,12,,"560,000","46,666",1960
428,2011.0,10.0,31/10/2011,tel-aviv-area,רבי תנחום 2,3,79,,"2,263,128","28,647",2011
429,2011.0,10.0,31/10/2011,tel-aviv-area,אבולעפיה 7,2,39,1,"915,000","23,461",1968
430,2011.0,10.0,31/10/2011,tel-aviv-area,ארבר מנחם 16,3,60,,"750,000","12,500",1960
431,2011.0,10.0,31/10/2011,tel-aviv-area,פרץ י ל 42,2,50,3,"950,000","19,000",2011
432,2011.0,10.0,31/10/2011,tel-aviv-area,אלוני ניסים 6,10,250,30,"6,200,000","24,800",2010
433,2011.0,10.0,31/10/2011,tel-aviv-area,יהושע בן נון 18,,,,"1,850,000",,
434,2011.0,10.0,31/10/2011,tel-aviv-area,קארו יוסף 27,3,75,1,"1,554,541","20,727",2011
435,2011.0,10.0,31/10/2011,tel-aviv-area,אלנבי 111,3,196,17,"8,687,489","44,323",2011
436,2011.0,10.0,31/10/2011,tel-aviv-area,יהושע בן נון 18,,,,"51,390",,
437,2011.0,10.0,31/10/2011,tel-aviv-area,אמסטרדם 11,3,57,1,"1,850,000","32,456",1960
438,2011.0,10.0,31/10/2011,tel-aviv-area,"אצ""ל 64",2,40,1,"435,000","10,875",1950
439,2011.0,10.0,31/10/2011,tel-aviv-area,,,,,"51,389",,
440,2011.0,10.0,31/10/2011,tel-aviv-area,,2,40,,"435,000","10,875",1950
441,2011.0,10.0,31/10/2011,tel-aviv-area,אמסטרדם 11,3,57,1,"1,850,000","32,456",1960
442,2011.0,10.0,31/10/2011,tel-aviv-area,,10,250,,"6,200,000","24,800",2010
443,2011.0,10.0,31/10/2011,tel-aviv-area,,3,57,,"1,850,000","32,456",1960
444,2011.0,10.0,31/10/2011,tel-aviv-area,אצל 64,2,40,1,"435,000","10,875",1950
445,2011.0,10.0,31/10/2011,tel-aviv-area,אלוני ניסים 6,10,250,30,"6,200,000","24,800",2010
446,2011.0,10.0,31/10/2011,tel-aviv-area,שץ 15,2,64,1,"825,000","12,890",1937
447,2011.0,10.0,31/10/2011,tel-aviv-area,,2,64,,"825,000","12,890",1937
448,2011.0,10.0,31/10/2011,tel-aviv-area,,,,,"1,857,421",,
449,2011.0,10.0,30/10/2011,tel-aviv-area,הורודצקי 29,4,87,2,"1,785,000","20,517",1976
450,2011.0,9.0,28/9/2011,tel-aviv-area,שלמה המלך 72,2.5,50,2,"1,530,000","30,600",1970
451,2011.0,9.0,28/9/2011,tel-aviv-area,חי''ש 3,,,,"10,526,315",,
452,2011.0,9.0,27/9/2011,tel-aviv-area,שרת משה 13,2.5,60,2,"2,000,000","33,333",1955
453,2011.0,9.0,27/9/2011,tel-aviv-area,אחיעזר 18,3,60,2,"680,000","11,333",1970
454,2011.0,9.0,27/9/2011,tel-aviv-area,פרץ י ל 42,2,51,3,"930,000","18,235",2011
455,2011.0,9.0,27/9/2011,tel-aviv-area,אלחריזי 13,2.5,50,3,"1,570,000","31,400",1946
456,2011.0,9.0,27/9/2011,tel-aviv-area,דרך ההגנה 150,4,75,4,"1,025,000","13,666",1976
457,2011.0,9.0,27/9/2011,tel-aviv-area,אוסישקין 100,3,62,2,"2,378,000","38,354",1970
458,2011.0,9.0,27/9/2011,tel-aviv-area,רב אשי 6,,,,"2,900,000",,
459,2011.0,9.0,27/9/2011,tel-aviv-area,בר כוכבא 1,4,73,2,"2,940,000","40,273",1970
460,2011.0,9.0,27/9/2011,tel-aviv-area,רב אשי 8,4,103,1,"2,900,000","28,155",1980
461,2011.0,9.0,27/9/2011,tel-aviv-area,שמגר 41,4,94,1,"5,161,290","54,907",1980
462,2011.0,9.0,27/9/2011,tel-aviv-area,ארנון 3,1,22,,"415,000","18,863",1930
463,2011.0,9.0,27/9/2011,tel-aviv-area,אלמוג דוד 17,2,64,9,"1,225,000","19,140",1970
464,2011.0,9.0,27/9/2011,tel-aviv-area,גייגר 61,3,67,3,"1,700,000","25,373",1960
465,2011.0,9.0,27/9/2011,tel-aviv-area,פין 8,1,142,,"750,000","5,281",1970
466,2011.0,9.0,27/9/2011,tel-aviv-area,בנימיני אהרון 3,3,57,5,"1,340,000","23,508",1970
467,2011.0,9.0,27/9/2011,tel-aviv-area,שד ההשכלה 1,3,70,,"2,250,000","32,142",2010
468,2011.0,9.0,27/9/2011,tel-aviv-area,הירקון 87,3,100,12,"11,136,000","111,360",1989
469,2011.0,9.0,27/9/2011,tel-aviv-area,גייגר 7,5,138,6,"6,000,000","43,478",1980
470,2011.0,9.0,27/9/2011,tel-aviv-area,הרב אלנקווה 76,,,,"1,025,000",,
471,2011.0,9.0,27/9/2011,tel-aviv-area,איילון צפון 3,,,,"2,250,000",,
472,2011.0,9.0,27/9/2011,tel-aviv-area,אילת 61,3,79,2,"2,750,000","34,810",2007
473,2011.0,9.0,27/9/2011,tel-aviv-area,אבידן דוד 5,5,115,3,"2,575,000","22,391",1998
474,2011.0,9.0,27/9/2011,tel-aviv-area,אמיר גלבוע 8,3,75,5,"2,100,000","28,000",2006
475,2011.0,9.0,27/9/2011,tel-aviv-area,הרב הלר חיים 45,3,58,3,"800,000","13,793",1989
476,2011.0,9.0,27/9/2011,tel-aviv-area,התקוה 12,3.5,70,,"400,000","5,714",1970
477,2011.0,9.0,27/9/2011,tel-aviv-area,השומר 6,2,56,1,"1,775,000","31,696",2000
478,2011.0,9.0,27/9/2011,tel-aviv-area,שמגר 41,,,,"5,161,290",,
479,2011.0,9.0,27/9/2011,tel-aviv-area,הרכבת 14,2,47,1,"1,400,000","29,787",2011
480,2011.0,8.0,31/8/2011,tel-aviv-area,נצח ישראל 3,,,,"818,000",,
481,2011.0,8.0,31/8/2011,tel-aviv-area,נצח ישראל 3,1,17,4,"533,667","31,392",1935
482,2011.0,8.0,31/8/2011,tel-aviv-area,נצח ישראל 3,1,25,3,"867,000","34,680",1935
483,2011.0,8.0,31/8/2011,tel-aviv-area,אבן גבירול 178,3,65,1,"1,260,000","19,384",1950
484,2011.0,8.0,31/8/2011,tel-aviv-area,אלוני ניסים 17,4,100,9,"4,000,000","40,000",2008
485,2011.0,8.0,31/8/2011,tel-aviv-area,הרן 25,,,,"162,500",,
486,2011.0,8.0,31/8/2011,tel-aviv-area,אנטוקולסקי 14,1,25,,"900,000","36,000",1956
487,2011.0,8.0,31/8/2011,tel-aviv-area,שרת משה 39,2.5,60,,"2,250,000","37,500",1967
488,2011.0,8.0,31/8/2011,tel-aviv-area,אבידן דוד 15,3,74,,"1,600,000","21,621",1998
489,2011.0,8.0,31/8/2011,tel-aviv-area,נצח ישראל 3,2,59,,"1,579,167","26,765",1935
490,2011.0,8.0,31/8/2011,tel-aviv-area,הקישון 83,1,105,2,"1,362,237","12,973",1950
491,2011.0,8.0,31/8/2011,tel-aviv-area,קרליבך 1,3,82,,"1,933,720","23,581",2012
492,2011.0,8.0,31/8/2011,tel-aviv-area,גרונר דב 3,4,84,6,"2,255,000","26,845",1990
493,2011.0,8.0,31/8/2011,tel-aviv-area,נצח ישראל 3,2,59,1,"1,566,500","26,550",1935
494,2011.0,8.0,31/8/2011,tel-aviv-area,נצח ישראל 3,3,67,2,"1,794,500","26,783",1935
495,2011.0,8.0,31/8/2011,tel-aviv-area,נצח ישראל 3,,,,"1,546,167",,
496,2011.0,8.0,31/8/2011,tel-aviv-area,נצח ישראל 3,1.5,40,4,"1,284,000","32,100",1935
497,2011.0,8.0,31/8/2011,tel-aviv-area,לוחמי גליפולי 46,3,48,2,"1,100,000","22,916",1970
498,2011.0,8.0,31/8/2011,tel-aviv-area,ארלוזורוב 71,3,65,2,"1,600,000","24,615",1948
499,2011.0,8.0,31/8/2011,tel-aviv-area,ארלוזורוב 133,3,68,2,"1,200,000","17,647",1963
500,2011.0,8.0,31/8/2011,tel-aviv-area,יצחק אלחנן 1,4,100,11,"5,329,510","53,295",2011
501,2011.0,8.0,31/8/2011,tel-aviv-area,אלעזר בן עזריה 20,2,41,3,"954,000","23,268",1970
502,2011.0,8.0,31/8/2011,tel-aviv-area,הצדף 12,3,88,,"3,000,000","34,090",2010
503,2011.0,8.0,31/8/2011,tel-aviv-area,רלב''ג 31,,,,"800,000",,
504,2011.0,8.0,31/8/2011,tel-aviv-area,נצח ישראל 3,3,67,2,"1,669,500","24,917",1935
505,2011.0,8.0,31/8/2011,tel-aviv-area,לפין 16,,,,"5,329,512",,
506,2011.0,8.0,31/8/2011,tel-aviv-area,עירית 7,4,85,3,"770,000","9,058",1960
507,2011.0,8.0,31/8/2011,tel-aviv-area,נצח ישראל 3,1,25,2,"828,500","33,140",1935
508,2011.0,8.0,31/8/2011,tel-aviv-area,נצח ישראל 3,,,,"1,713,000",,
509,2011.0,8.0,31/8/2011,tel-aviv-area,אשכול לוי 56,4,105,2,"2,360,000","22,476",1998
510,2011.0,7.0,31/7/2011,tel-aviv-area,אלוני ניסים 1,3.5,80,,"2,736,000","34,200",2008
